CountryName,CountryCode,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",High-technology exports (% of manufactured exports),Hightechexports,Patentnonresidents,Patentresidents,Rdexpenditure,Researchers in R&D (per million people),Scientific and technical journal articles,Technicians in R&D (per million people),"Trademark applications, direct nonresident","Trademark applications, direct resident","Trademark applications, total"
Euro area,EMU,2000,15280645215,11096275469,20.01200889,2.88E+11,20504,85915,1.801601578,2452.770137,0,0,153363,310518,501398
Fragile and conflict affected situations,FCS,1973,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2004,751702.9985,115857.2995,1.130174254,2535348,0,0,0,0,64.4,0,0,0,0
"Gambia, The",GMB,1998,0,0,18.70255222,204772,0,0,0,0,0,0,269,3,272
Guatemala,GTM,1977,1200000,500000,0,0,0,0,0,0,0,0,0,0,0
High income,HIC,1978,4262048164,8060650836,0,0,268953,304637,0,0,0,0,105916,324392,443831
High income,HIC,1984,7271460700,8823168129,0,0,207118,422674,0,0,0,0,128527,370045,577231
"Hong Kong SAR, China",HKG,1988,0,0,0,0,1056,12,0,0,0,0,5867,3089,8956
Honduras,HND,1996,4000000,0,3.271210297,10136156,126,10,0,0,0,0,3987,1305,5292
Heavily indebted poor countries (HIPC),HPC,1999,54076337.01,22164150.3,9.239488899,0,0,0,0,0,0,0,0,0,0
Heavily indebted poor countries (HIPC),HPC,2004,89386910.5,37496849.04,5.476809379,263341850,0,0,0,0,2037.095262,0,0,0,0
Haiti,HTI,1979,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Rep.",IRN,1992,0,0,0,0,175,225,0,0,0,0,954,2929,3883
"Iran, Islamic Rep.",IRN,2015,0,0,0,0,0,0,0,0,36748.6,0,2903,0,62945
Kenya,KEN,2002,42413135.3,9943448.061,10.6469678,35385237,49,23,0,0,0,0,1825,734,2559
Kyrgyz Republic,KGZ,1999,2816176.96,2816176.96,3.482555645,3180737,2,60,0.17992,0,0,0,2103,42,2145
"Korea, Rep.",KOR,2015,10055900000,6198900000,26.84150956,1.27E+11,46419,167275,4.22816,7087.35169,64523.1,1224.89178,22972,160026,182998
Madagascar,MDG,1981,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,MEX,2013,235141772.8,8432107.444,15.92476176,45418666690,14234,1210,0.50404,241.80215,13469.6,132.09238,27097,77265,104362
North America,NAC,2000,20170990016,54131370055,30.03380748,2.27E+11,166535,168982,2.5662847,3479.50474,0,0,65416,273300,338716
Niger,NER,1995,570972.4507,0,9.365776607,151554,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,1989,0,0,0,0,0,0,0,0,0,0,521,47,568
Pakistan,PAK,1978,0,0,0,0,456,31,0,0,0,0,765,1340,2105
Peru,PER,1977,0,0,0,0,411,86,0,0,0,0,2800,4380,7180
Portugal,PRT,2015,699908004.9,80643130.15,0,1905762003,20,925,1.27885,3824.19395,14581.9,0,1958,16548,18506
Romania,ROU,2006,235424080.6,35698087.28,4.827485917,1236505248,62,814,0.45124,896.9641,3522.9,212.0157,8579,12720,21299
Senegal,SEN,1986,317638.2466,1212800.578,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,1982,0,0,0,0,81,4,0,0,0,0,548,214,762
East Asia & Pacific (IDA & IBRD countries),TEA,2005,9603201002,470530100.7,32.97372613,0,99740,95623,1.181187391,786.2767675,172255.3335,0,115872,679607,795479
Tajikistan,TJK,1997,0,0,0,0,51,23,0,0,0,0,2456,36,2492
Latin America & the Caribbean (IDA & IBRD countries),TLA,1989,828385664.5,62600000,0,0,11275,3587,0,0,0,0,61513,162082,223595
Tonga,TON,1971,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,2160868593,297003329.9,3.796226887,2624377431,0,0,0,0,12898.9964,0,0,0,0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1974,72273007.15,7419531.036,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1980,278939338,19573045.11,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1990,1138519.924,1138519.924,2.120813848,51271541,134,27,0,0,0,0,1118,315,1433
Uganda,UGA,2001,0,0,12.86702954,2580127,0,0,0,0,0,0,441,140,581
United States,USA,2014,41983000000,1.30E+11,18.22938292,1.56E+11,293706,285096,2.75493,4231.98928,440229.7,0,59283,283290,342573
Uzbekistan,UZB,2002,0,0,0,0,203,715,0.29357,639.01324,0,0,2074,756,2830
Vietnam,VNM,2006,0,0,6.217878053,1275038573,1970,196,0,0,446.2,0,9730,16071,25801
World,WLD,1962,8399996.643,2799998.881,0,0,0,0,0,0,0,0,0,0,0
World,WLD,1974,1950917110,4892132226,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,1971,47527375.68,6985476.142,0,0,6119,2592,0,0,0,0,3360,2516,5876
Cuba,CUB,2001,0,0,29.55687316,49650365,0,0,0.56528,0,0,0,2404,522,2926
Thailand,THA,1986,47556873.78,152433.0795,0,0,634,60,0,0,0,0,3724,5546,9270
World,WLD,2015,3.73E+11,3.28E+11,18.5424324,0,818981,1864324,2.22742602,0,2306637.397,0,826546,0,3049351
Argentina,ARG,2004,520630000,61210000,7.719023678,761458020,3816,786,0.40386,760.95869,4700.7,179.89207,16748,59683,76431
Australia,AUS,1995,1001161631,261031141,12.85512116,1811951850,12277,1784,0,0,0,0,17807,14575,32382
Australia,AUS,2017,3313271833,955263403.2,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,1994,0,0,10.09522629,4008244239,516,1989,0,0,0,0,13787,3877,17664
Burundi,BDI,1975,0,0,0,0,6,0,0,0,0,0,66,0,66
Bulgaria,BGR,1980,0,0,0,0,804,3297,0,0,0,0,453,42,495
Belize,BLZ,1991,400000,600000,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,1967,0,0,0,0,5354,2824,0,0,0,0,2330,47099,49429
Botswana,BWA,2013,10250470.89,93701.123,0.375552003,24724995,1,8,0.5423,175.51034,180.9,118.53839,1363,358,1721
Cameroon,CMR,1986,1617067.437,750781.3102,0,0,0,0,0,0,0,0,0,0,0
"Congo, Rep.",COG,2004,0,0,0,0,0,0,0,0,35.3,0,0,0,0
Denmark,DNK,1986,0,0,0,0,5386,958,0,0,0,0,4401,4174,8575
East Asia & Pacific (excluding high income),EAP,1985,63108592.25,3910374.95,0,0,8724,4268,0,0,0,0,21449,70373,91822
Early-demographic dividend,EAR,2005,7539839103,1390901942,9.88917655,79384519978,62310,15802,0.638631113,182.5909321,102055.0058,0,180139,375407,566681
"Egypt, Arab Rep.",EGY,1978,0,0,0,0,675,77,0,0,0,0,900,491,1391
Ghana,GHA,1969,0,0,0,0,69,0,0,0,0,0,596,178,774
Greece,GRC,2009,654187058,47955585.41,10.61275735,1195427347,22,698,0.62434,0,12118,0,2001,0,2001
IDA blend,IDB,1982,43765656.33,10360199.51,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,1976,0,0,0,0,169,32,0,0,0,0,466,155,621
Jamaica,JAM,1992,2700000,3300000,0.126190689,857795,59,6,0,0,0,0,677,186,863
Jordan,JOR,1973,0,0,0,0,38,5,0,0,0,0,426,95,521
Japan,JPN,2006,15500422630,20095621606,22.05695574,1.29E+11,61614,347060,3.27769,5386.99422,110502.8,581.06017,22513,111771,134284
"Korea, Rep.",KOR,1988,823300000,42600000,15.94320097,8978416050,14355,5696,0,0,0,0,10480,24201,34681
"Korea, Rep.",KOR,2016,9429400000,6614700000,26.58320503,1.18E+11,45406,163424,0,0,63063,0,24756,157113,181869
Kuwait,KWT,1996,0,0,1.10341032,6457672,0,0,0,0,0,0,0,0,0
Lao PDR,LAO,1994,0,0,0,0,0,0,0,0,0,0,1711,3124,4835
Lebanon,LBN,2007,0,0,2.236435658,37477392,0,0,0,0,652.5,0,0,0,0
Lebanon,LBN,2014,34761108.1,18283311.7,2.069165314,38146559,261,80,0,0,1219.5,0,169,712,881
St. Lucia,LCA,2012,3900162.963,0,7.621433074,1412203,0,0,0,0,1.3,0,376,28,404
Latin America & Caribbean,LCN,2011,8745092603,688755858.8,10.1025124,55694604982,50917,7188,0.757844527,0,78870.54262,0,148518,324626,497855
Least developed countries: UN classification,LDC,2017,95458427.74,4840078.87,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2007,11362.28426,181796.5481,0,0,0,0,0,0,9.6,0,830,0,830
Lesotho,LSO,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macao SAR, China",MAC,2008,102082142.1,0,2.052478747,22922705,208,3,0.10145,394.65851,0,424.22833,7054,624,7678
Morocco,MAR,1972,0,0,0,0,341,13,0,0,0,0,298,318,616
Morocco,MAR,1973,0,0,0,0,311,34,0,0,0,0,310,357,667
"Macedonia, FYR",MKD,2014,52812610,10372985,3.099489757,122954582,0,0,0.51806,838.44625,556.7,67.88317,2714,0,2714
Mali,MLI,2013,0,0,0,0,0,0,0,0,65.1,0,0,0,0
Malawi,MWI,2007,429686.5286,0,1.376509936,1250224,0,0,0,30.05547,130.1,58.57741,539,187,726
Pakistan,PAK,1992,0,0,0.033875108,1938392,605,17,0,0,0,0,1574,3116,4690
West Bank and Gaza,PSE,2005,2734000,25000,0.293610927,523647,0,0,0,0,0,0,0,0,0
South Asia,SAS,1984,22207099.13,173389.2016,0,0,2473,1081,0,0,0,0,3583,20008,23591
Sudan,SDN,1967,0,0,0,0,0,0,0,0,0,0,445,287,732
Singapore,SGP,2014,20785998974,3780513792,47.18240356,1.37E+11,9009,1303,2.19754,6658.49893,11145.3,452.24391,15654,5641,21295
Singapore,SGP,1966,0,0,0,0,124,0,0,0,0,0,1312,1149,2461
Solomon Islands,SLB,2007,1128293.394,18295.90942,0,0,0,0,0,0,4.3,0,0,0,0
Suriname,SUR,2005,0,0,13.69873253,2257894,0,0,0,0,5.8,0,430,131,561
Eswatini,SWZ,2012,47178301.58,1354381.646,0,0,3,0,0,0,30.4,0,711,0,1260
Togo,TGO,2016,0,0,0.033034071,95982,0,0,0,0,76.3,0,0,0,0
Tonga,TON,2004,0,0,0,0,0,0,0,0,3.4,0,0,0,0
World,WLD,1961,7599997.762,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,1999,212784401.7,44195432.66,7.146985101,909742630,3002,138,0,0,0,0,9785,14153,23938
Sub-Saharan Africa (excluding high income),SSA,1986,138362117,15248871.46,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,2009,20000,0,0,0,0,0,0,0,14,0,0,0,0
Andorra,AND,2013,0,0,22.05047952,20172634,0,0,0,0,5.9,0,0,0,0
Armenia,ARM,2011,0,0,2.598362316,5737622,19,121,0.27,0,618.6,0,3276,1102,4378
Burundi,BDI,1993,12356.8663,0,0.040585914,2177,1,0,0,0,0,0,135,3,138
Belgium,BEL,2012,2823616011,2650662508,11.35660992,36503921134,127,755,2.35915,4115.45454,16971.3,0,4292,20167,24459
Bahrain,BHR,1982,0,0,0,0,41,0,0,0,0,0,746,61,807
"Bahamas, The",BHS,1996,6400000,0,0,0,0,0,0,0,0,0,0,0,0
Central Europe and the Baltics,CEB,2017,8309975014,3101721133,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2011,773559649.6,55297350.49,4.908680831,540210770,2453,339,0.35436,353.36854,4718.3,269.15516,10479,25254,35733
Colombia,COL,2007,187900030,16780790,2.909197078,341931813,1862,128,0.17704,153.70441,1571.5,0,9876,14118,23994
Costa Rica,CRI,1974,0,0,0,0,179,38,0,0,0,0,1192,618,1810
East Asia & Pacific (excluding high income),EAP,1992,335690092.6,19114454.13,17.49441806,0,14204,10500,0,0,0,0,40097,135481,175578
Guinea-Bissau,GNB,1987,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,2005,20910350,0,6.253745658,17333146,0,0,0,0,15.2,0,4563,2156,6719
Heavily indebted poor countries (HIPC),HPC,1989,7059287.404,1504663.047,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1993,11718000,1942000,4.912292889,136315995,746,503,0,0,0,0,4858,580,5438
IDA & IBRD total,IBT,1966,26599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,1960,0,0,0,0,0,0,0,0,0,0,1009,305,1314
Jordan,JOR,1966,0,0,0,0,50,0,0,0,0,0,429,106,535
Jordan,JOR,1972,0,0,0,0,26,3,0,0,0,0,635,79,714
Kazakhstan,KAZ,2009,65089100,0,29.94278846,1800083703,314,1513,0.22935,347.42678,270.4,30.1273,4860,1755,6615
Kazakhstan,KAZ,1991,0,0,0,0,0,0,0,0,0,0,1,0,1
Lao PDR,LAO,1964,0,0,0,0,0,0,0,0,0,0,238,43,281
Lao PDR,LAO,2000,0,0,0,0,0,0,0,0,0,0,676,25,701
Libya,LBY,1990,0,0,0,0,47,10,0,0,0,0,0,0,0
Libya,LBY,2009,0,0,0,0,0,0,0,0,229.4,0,0,0,0
Morocco,MAR,2002,40542318.54,11115564.06,11.11458536,572743714,0,0,0.52642,0,0,0,2631,0,2631
Middle income,MIC,1991,1108294658,324769907.3,0,0,33687,16756,0,0,0,0,109890,253167,365626
Middle East & North Africa (excluding high income),MNA,2017,409046265.1,40610072.91,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,2003,3578522.786,0,2.673123318,13737513,0,0,0,0,39.9,0,0,0,0
Niger,NER,2000,193826.6835,0,5.629815815,1185678,0,0,0,0,0,0,0,0,0
OECD members,OED,1970,675452966.7,2787587771,0,0,346237,291982,0,0,0,0,77092,278052,365857
Panama,PAN,1994,12400000,0,0,0,86,11,0,0,0,0,2741,1896,4637
Poland,POL,1978,0,0,0,0,1784,7030,0,0,0,0,679,260,939
"Korea, Dem. People’s Rep.",PRK,1990,0,0,0,0,38,0,0,0,0,0,2063,11704,13767
Portugal,PRT,1989,68657091.92,8263646.554,4.475118854,448824547,3311,86,0,0,0,0,12951,4969,17920
Portugal,PRT,1971,0,0,0,0,1863,192,0,0,0,0,1109,2600,3709
West Bank and Gaza,PSE,2006,1526000,36000,0.326638779,670727,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,2015,886050.4823,3784866.475,0.414848243,35094,0,0,0,0,34.3,0,764,0,764
Slovak Republic,SVK,2002,63194028.25,38475936.12,3.212524323,396527641,1599,259,0.56389,1704.76912,0,562.99531,7323,2350,9673
Syrian Arab Republic,SYR,1987,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1997,3616936.304,904234.0761,1.653497707,71688241,174,41,0,0,0,0,1958,760,2718
Turkey,TUR,1991,0,0,0.999972331,89399797,1057,148,0,0,0,0,2834,8616,11450
Tanzania,TZA,1978,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent and the Grenadines,VCT,1996,281481.4815,300000,0.026149364,1851,8,0,0,0,0,0,124,0,124
Samoa,WSM,2006,0,0,0.049737615,24265,0,0,0,0,9.9,0,184,64,248
Antigua and Barbuda,ATG,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,2003,229944.9643,0,0.069737677,12169,0,0,0,0,4.8,0,573,74,647
Barbados,BRB,1979,2550000,300000,0,0,33,0,0,0,0,0,289,18,307
Canada,CAN,1992,1712792405,445988128,14.89629768,11782688909,22950,2807,0,0,0,0,11302,12573,23875
Cabo Verde,CPV,1987,401844.5474,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,1968,0,0,0,0,51,1,0,0,0,0,456,149,605
Dominica,DMA,2005,113200,0,7.482304577,1673309,0,0,0,0,5.3,0,34,171,205
Dominica,DMA,1992,103703.7037,0,0,0,0,0,0,0,0,0,8,72,80
Denmark,DNK,1978,0,0,0,0,4946,938,0,0,0,0,3525,2032,5557
Dominican Republic,DOM,1979,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egypt, Arab Rep.",EGY,1982,0,0,0,0,713,53,0,0,0,0,1149,624,1773
Euro area,EMU,1966,0,0,0,0,143889,76397,0,0,0,0,28299,80488,108787
Finland,FIN,1975,49016903.24,4761095.821,0,0,2597,1164,0,0,0,0,2206,827,3033
Grenada,GRD,1999,611111.1111,0,0.052459919,2302,0,0,0,0,0,0,0,0,0
Honduras,HND,2009,25680000,0,2.262875739,15162483,0,0,0,0,16.4,0,3801,1828,5629
IBRD only,IBD,2015,60090209390,4450601958,18.27942199,8.24E+11,281521,1040873,1.49247058,853.5350796,878444.7,0,384382,0,1441192
IDA blend,IDB,1981,94695798.45,23055309.08,0,0,0,0,0,0,0,0,0,0,0
IDA only,IDX,1977,4240621.295,880293.2606,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,2002,0,0,40.79819131,31754508355,68,914,1.05574,2362.77639,0,596.99416,4506,1168,5674
Ireland,IRL,1963,0,0,0,0,1182,99,0,0,0,0,1399,352,1751
Japan,JPN,1987,0,0,0,0,25976,310908,0,0,0,0,17468,158393,175861
Kenya,KEN,1972,0,0,0,0,129,2,0,0,0,0,614,160,774
Cambodia,KHM,1999,6719858.4,0,0,0,0,0,0,0,0,0,1245,98,1343
St. Kitts and Nevis,KNA,2005,2018966.667,0,0.681417719,193968,0,0,0,0,2,0,0,0,0
"Korea, Rep.",KOR,1971,0,0,0,0,623,1283,0,0,0,0,1906,3910,5816
Latin America & Caribbean (excluding high income),LAC,1977,200355120,140500000,0,0,14076,2756,0,0,0,0,0,0,0
Lao PDR,LAO,1998,0,0,0,0,0,0,0,0,0,0,662,17,679
Low & middle income,LMY,2009,31130130560,2655982719,18.02889989,4.88E+11,194118,303978,1.060858233,0,560814.0762,0,344960,1388742,1777652
Morocco,MAR,2009,48852466.31,1910483.881,7.325102243,664566954,856,135,0,0,1470,0,4471,5681,10152
Mali,MLI,1995,0,0,0,0,0,0,0,0,0,0,0,0,1
Mali,MLI,1989,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2003,15225284.75,1200112.179,60.00713345,1241756330,0,0,0.23707,702.52246,77.9,0,3211,454,3665
Middle East & North Africa (excluding high income),MNA,1996,176057689.9,61075577.26,0,0,1548,1163,0,0,0,0,13483,0,27597
OECD members,OED,2001,62368999807,90206626713,23.16043132,7.83E+11,372847,753363,2.305609423,2802.076117,0,0,386427,825076,1242848
Panama,PAN,1995,16000000,0,2.766054171,3223842,62,16,0,0,0,0,3049,1872,4921
Papua New Guinea,PNG,1989,0,0,0,0,0,0,0,0,0,0,279,63,342
Papua New Guinea,PNG,1996,0,0,0,0,0,0,0,0,0,0,581,142,723
"Korea, Dem. People’s Rep.",PRK,1998,0,0,0,0,0,0,0,0,0,0,2319,0,2319
Post-demographic dividend,PST,1967,65193370.12,64640883.93,0,0,303148,249457,0,0,0,0,51329,211585,278439
Post-demographic dividend,PST,1986,9351340318,11794771109,0,0,184275,447736,0,0,0,0,172534,420445,619770
Romania,ROU,1976,0,0,0,0,0,3625,0,0,0,0,257,118,375
Sudan,SDN,1989,0,0,0,0,0,0,0,0,0,0,1646,0,1646
Singapore,SGP,1972,0,0,0,0,365,2,0,0,0,0,1937,1105,3042
Sub-Saharan Africa,SSF,1968,37799984.9,5599997.762,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1985,584817.464,0,0,0,30,0,0,0,0,0,492,0,492
Tonga,TON,2005,51187.56523,0,0,0,0,0,0,0,0.7,0,0,0,0
United States,USA,1980,730000000,7080000000,0,0,42231,62098,0,0,0,0,5537,41300,46837
Tanzania,TZA,1962,0,0,0,0,0,0,0,0,0,0,624,43,667
Zimbabwe,ZWE,2000,0,0,1.759697233,8871507,0,0,0,0,0,0,0,0,0
Arab World,ARB,2003,210484830.3,165454930.5,1.683861258,1089504504,1746,874,0,0,10820.88702,0,0,0,43481
Burundi,BDI,1994,15831.39564,0,1.063410386,29968,4,0,0,0,0,0,93,7,100
Bangladesh,BGD,2012,10816541.94,243886.2594,0.447976725,102064991,287,67,0,0,2052.9,0,3135,8294,11429
"Bahamas, The",BHS,2010,10570000,0,0.001796119,3454,0,0,0,0,8.8,0,0,0,0
"Bahamas, The",BHS,2003,14600000,0,0,0,0,0,0,0,5.2,0,0,0,0
Bolivia,BOL,2016,99382292.88,24183112.91,4.457497004,15493718,241,12,0,0,95.1,0,4923,3000,7923
Bolivia,BOL,1979,1800000,0,0,0,119,15,0,0,0,0,1472,148,1620
Central African Republic,CAF,1995,0,0,0.456537282,242868,0,0,0,0,0,0,0,0,0
Cabo Verde,CPV,2009,0,0,0,0,0,0,0,0,4.9,0,0,0,0
Cabo Verde,CPV,2013,110127.257,0,0,0,0,0,0,0,9.2,0,0,0,0
Costa Rica,CRI,1978,4500000,1000000,0,0,101,27,0,0,0,0,1280,528,1808
Caribbean small states,CSS,1976,8111670.62,0,0,0,269,0,0,0,0,0,1547,188,1735
Cyprus,CYP,1997,14788946.17,9729569.849,2.944598049,7089036,0,0,0,0,0,0,0,0,0
East Asia & Pacific,EAS,2015,85360238475,54559481783,24.73760765,0,322664,1403979,2.455542143,1671.121301,716134.2222,0,0,0,0
Eritrea,ERI,1999,203086.9891,8761.209968,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,2006,844549.2813,14908.7128,0.425913751,219309,5,5,0,0,272,0,319,227,546
European Union,EUU,2006,90183019674,64369788593,18.59299135,6.27E+11,28221,100995,1.763803027,2876.058777,480818.1,1030.974839,150718,338485,526637
Fragile and conflict affected situations,FCS,2017,45496929.33,3295792.256,0,0,0,0,0,0,0,0,0,0,0
France,FRA,1975,515801619.7,192154613.5,0,0,28327,12110,0,0,0,0,5275,22807,28082
"Micronesia, Fed. Sts.",FSM,2012,0,0,0,0,0,0,0,0,4.5,0,0,0,0
"Gambia, The",GMB,2006,0,0,0.337458313,766,0,0,0,0,46.1,0,297,22,319
"Gambia, The",GMB,2012,0,0,0.179299499,12721,0,0,0,0,37.3,0,418,23,441
Greece,GRC,1972,0,0,0,0,1375,1481,0,0,0,0,1938,3569,5507
Honduras,HND,2008,25381640,0,0,0,0,0,0,0,16.7,0,4939,2093,7032
Heavily indebted poor countries (HIPC),HPC,1997,31949359.76,21654169.47,4.167999657,0,0,0,0,0,0,0,0,0,0
IBRD only,IBD,1965,26599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0
India,IND,1970,0,0,0,0,3864,1278,0,0,0,0,1301,6099,7400
Iraq,IRQ,2007,203600000,200000,0,0,0,0,0.04573,370.71388,231.7,51.50661,0,0,0
"Korea, Rep.",KOR,1976,1000000,2000000,0,0,1825,1436,0,0,0,0,2656,8381,11037
Latin America & Caribbean (excluding high income),LAC,2011,5662156899,456045629,10.95600194,53128973604,43165,6120,0.814690385,0,64469.8,0,102926,235259,362896
Libya,LBY,1991,0,0,0,0,22,25,0,0,0,0,0,0,0
Liechtenstein,LIE,2002,0,0,0,0,0,0,0,0,0,0,3585,182,3767
Marshall Islands,MHL,2015,0,0,0,0,0,0,0,0,2.6,0,0,0,0
Middle income,MIC,2004,15737654799,1596680292,19.96367293,3.25E+11,143865,114272,0.817335253,0,271693.0935,0,340167,1011855,1358312
Nicaragua,NIC,1974,0,0,0,0,128,0,0,0,0,0,1832,486,2318
Pakistan,PAK,1975,0,0,0,0,482,34,0,0,0,0,621,1062,1683
Pacific island small states,PSS,2015,16274777.96,1165417.935,4.338010975,0,0,0,0,0,148.1454283,0,0,0,0
Singapore,SGP,1984,0,0,0,0,927,4,0,0,0,0,4451,2140,6591
Solomon Islands,SLB,2006,746455.553,18398.22758,0,0,0,0,0,0,6.6,0,0,0,0
Serbia,SRB,1997,0,0,2.909208244,42172000,0,0,0.75283,0,0,0,0,0,0
South Sudan,SSD,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1981,199489842.5,102218110,0,0,3968,3914,0,0,0,0,3574,3493,7067
Eswatini,SWZ,1982,1381449.74,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (IDA & IBRD countries),TEC,2012,12940256351,1509765755,8.083716863,30705724541,19350,44365,0.88230899,1830.965652,129666.8,336.778196,125485,191506,316991
Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,78078851.9,5773073.196,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1967,0,0,0,0,155,5,0,0,0,0,609,43,652
Upper middle income,UMC,1997,3720415126,599708562.9,15.70793213,0,71233,36954,0,703.3972724,0,0,169482,263147,518176
Vietnam,VNM,1984,0,0,0,0,0,52,0,0,0,0,3331,28,3359
Samoa,WSM,2016,2090557.598,106359.9217,0.852263363,142982,0,0,0,0,5.3,0,105,22,127
Zambia,ZMB,2001,400000,0,0.136770624,189669,25,6,0,0,0,0,646,213,859
Zambia,ZMB,1982,0,0,0,0,91,1,0,0,0,0,280,29,309
Latvia,LVA,2013,47868453.98,11930849.79,13.01214609,925175276,8,225,0.61254,1801.81792,1235.3,0,1967,1188,3155
Monaco,MCO,1997,0,0,0,0,13,20,0,0,0,0,4421,294,4715
Pre-demographic dividend,PRE,2015,748635616,134286964.4,0,0,0,0,0,0,9860.1,0,0,0,0
Albania,ALB,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1998,0,0,12.8138865,6432320,0,0,0,0,0,0,1906,498,2404
Argentina,ARG,2003,402950000,51500000,8.897494763,710281801,3765,792,0.41003,714.36635,4588.4,167.79139,19373,61843,81216
Antigua and Barbuda,ATG,2013,1181754.444,0,0,0,7,0,0,0,1.9,0,571,0,571
Australia,AUS,1976,0,0,0,0,9797,4320,0,0,0,0,4651,5544,10195
Burundi,BDI,1968,0,0,0,0,6,0,0,0,0,0,95,11,106
Bulgaria,BGR,2003,24433653.25,4669970.436,4.43462004,220010271,680,278,0.47379,1228.56497,1688.9,478.53688,5971,5226,11197
Bulgaria,BGR,2015,185840000,50030000,7.648513048,1107680340,11,280,0.95657,1989.42989,2605.3,0,1737,4096,5833
Bhutan,BTN,2007,93074.32339,101334.8565,0.751317632,1941205,0,0,0,0,8.1,0,902,18,920
Botswana,BWA,2002,8440552.394,459876.5674,0.512387789,12780910,0,0,0,0,0,0,0,0,0
Canada,CAN,2001,3543735427,2533058807,15.69730717,24138991014,35753,3963,2.02921,3694.90268,0,1308.10719,21778,17314,39092
Central Europe and the Baltics,CEB,2000,1138630353,292285328,9.682583843,11990369204,17805,6060,0.746885766,1373.223074,0,443.092608,87614,41252,128866
Switzerland,CHE,1968,0,0,0,0,13609,5928,0,0,0,0,1712,4049,5761
Chile,CHL,1975,6000000,0,0,0,601,258,0,0,0,0,2199,2726,4925
"Congo, Dem. Rep.",COD,2009,34300000,108500000,0,0,0,0,0.07981,0,42.9,0,0,0,0
Caribbean small states,CSS,1981,16208333.34,400000,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1996,103703.7037,0,2.512157287,619511,0,0,0,0,0,0,26,167,193
Dominican Republic,DOM,2002,29600000,0,4.056319226,174472787,0,0,0,0,0,0,0,0,7643
Algeria,DZA,1980,260589.7146,0,0,0,349,5,0,0,0,0,648,313,961
Early-demographic dividend,EAR,1982,960551877,76914280.13,0,0,25600,7364,0,0,0,0,45942,84104,130046
Europe & Central Asia (excluding high income),ECA,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia,ECS,2015,2.15E+11,1.41E+11,17.12817641,7.14E+11,53123,141882,1.925916352,3067.04867,772776.9272,0,205129,537627,785450
Europe & Central Asia,ECS,1980,5099438471,2974460001,0,0,0,0,0,0,0,0,0,0,0
Euro area,EMU,1977,2164800871,912371479.9,0,0,108362,52382,0,0,0,0,27605,82717,110322
Ethiopia,ETH,1983,0,0,0,0,0,0,0,0,0,0,0,0,0
European Union,EUU,1968,73480662.93,58839778.96,0,0,212780,113863,0,0,0,0,52734,112054,164788
